uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SC,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
SC,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,99
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,148
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SC,SRAG,DOMICILIO,"60 - 69",M,1
SC,SRAG,HOSPITAL,"60 - 69",F,7
SC,SRAG,HOSPITAL,"60 - 69",M,9
SC,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,OUTRAS,DOMICILIO,"60 - 69",F,16
SE,OUTRAS,DOMICILIO,"60 - 69",M,37
SE,OUTRAS,HOSPITAL,"60 - 69",F,40
SE,OUTRAS,HOSPITAL,"60 - 69",M,69
SE,OUTRAS,OUTRO,"60 - 69",F,1
SE,OUTRAS,OUTRO,"60 - 69",M,5
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,24
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,22
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
SE,COVID,DOMICILIO,"60 - 69",F,1
SE,COVID,HOSPITAL,"60 - 69",F,60
SE,COVID,HOSPITAL,"60 - 69",M,102
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,2
SE,INDETERMINADA,HOSPITAL,"60 - 69",M,2
SE,INDETERMINADA,IGNORADO,"60 - 69",F,1
SE,INDETERMINADA,OUTRO,"60 - 69",F,1
SE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,17
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,12
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,9
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,18
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,20
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,21
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,SRAG,HOSPITAL,"60 - 69",F,2
SE,SRAG,HOSPITAL,"60 - 69",M,5
SE,SRAG,VIA_PUBLICA,"60 - 69",M,1
SP,OUTRAS,DOMICILIO,"60 - 69",F,677
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,1276
SP,OUTRAS,HOSPITAL,"60 - 69",F,1853
SP,OUTRAS,HOSPITAL,"60 - 69",I,6
SP,OUTRAS,HOSPITAL,"60 - 69",M,2744
SP,OUTRAS,IGNORADO,"60 - 69",F,12
SP,OUTRAS,IGNORADO,"60 - 69",I,46
SP,OUTRAS,IGNORADO,"60 - 69",M,17
SP,OUTRAS,OUTRO,"60 - 69",F,63
SP,OUTRAS,OUTRO,"60 - 69",M,156
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,182
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,260
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,7
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,12
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,16
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,84
SP,COVID,DOMICILIO,"60 - 69",F,46
SP,COVID,DOMICILIO,"60 - 69",M,63
SP,COVID,HOSPITAL,"60 - 69",F,3101
SP,COVID,HOSPITAL,"60 - 69",M,4002
SP,COVID,IGNORADO,"60 - 69",F,11
SP,COVID,IGNORADO,"60 - 69",M,9
SP,COVID,OUTRO,"60 - 69",F,31
SP,COVID,OUTRO,"60 - 69",M,30
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,127
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,140
SP,COVID,POSTO_SAUDE,"60 - 69",F,1
SP,COVID,POSTO_SAUDE,"60 - 69",M,4
SP,COVID,VIA_PUBLICA,"60 - 69",F,1
SP,COVID,VIA_PUBLICA,"60 - 69",M,2
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,18
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,31
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,10
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,10
SP,INDETERMINADA,OUTRO,"60 - 69",M,5
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,45
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,51
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,448
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,537
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,11
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,43
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,54
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,17
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,24
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,701
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,1082
SP,PNEUMONIA,IGNORADO,"60 - 69",F,3
SP,PNEUMONIA,IGNORADO,"60 - 69",M,3
SP,PNEUMONIA,OUTRO,"60 - 69",F,9
SP,PNEUMONIA,OUTRO,"60 - 69",M,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,27
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,42
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,1
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,1
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,8
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,10
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,795
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,902
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,5
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,2
SP,SEPTICEMIA,OUTRO,"60 - 69",F,6
SP,SEPTICEMIA,OUTRO,"60 - 69",M,7
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,32
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,33
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",F,1
SP,SRAG,DOMICILIO,"60 - 69",M,4
SP,SRAG,HOSPITAL,"60 - 69",F,49
SP,SRAG,HOSPITAL,"60 - 69",M,64
SP,SRAG,OUTRO,"60 - 69",F,1
SP,SRAG,OUTRO,"60 - 69",M,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
TO,OUTRAS,DOMICILIO,"60 - 69",F,14
TO,OUTRAS,DOMICILIO,"60 - 69",M,35
TO,OUTRAS,HOSPITAL,"60 - 69",F,22
TO,OUTRAS,HOSPITAL,"60 - 69",M,37
TO,OUTRAS,OUTRO,"60 - 69",F,1
TO,OUTRAS,OUTRO,"60 - 69",M,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
TO,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,5
TO,COVID,DOMICILIO,"60 - 69",F,1
TO,COVID,DOMICILIO,"60 - 69",M,3
TO,COVID,HOSPITAL,"60 - 69",F,50
TO,COVID,HOSPITAL,"60 - 69",M,71
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
TO,COVID,VIA_PUBLICA,"60 - 69",M,1
TO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,PNEUMONIA,DOMICILIO,"60 - 69",M,3
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,6
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,16
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,10
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,18
AC,OUTRAS,DOMICILIO,"70 - 79",F,10
AC,OUTRAS,DOMICILIO,"70 - 79",M,20
AC,OUTRAS,HOSPITAL,"70 - 79",F,19
AC,OUTRAS,HOSPITAL,"70 - 79",M,15
AC,OUTRAS,IGNORADO,"70 - 79",M,1
AC,OUTRAS,OUTRO,"70 - 79",F,1
AC,OUTRAS,OUTRO,"70 - 79",M,2
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
AC,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
AC,COVID,DOMICILIO,"70 - 79",F,2
AC,COVID,DOMICILIO,"70 - 79",M,4
AC,COVID,HOSPITAL,"70 - 79",F,61
AC,COVID,HOSPITAL,"70 - 79",M,93
AC,COVID,OUTRO,"70 - 79",M,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,6
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,5
AC,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,19
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,18
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,10
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,6
AC,SRAG,HOSPITAL,"70 - 79",F,6
AC,SRAG,HOSPITAL,"70 - 79",M,2
AL,OUTRAS,DOMICILIO,"70 - 79",F,61
AL,OUTRAS,DOMICILIO,"70 - 79",M,80
AL,OUTRAS,HOSPITAL,"70 - 79",F,82
AL,OUTRAS,HOSPITAL,"70 - 79",M,89
AL,OUTRAS,IGNORADO,"70 - 79",F,1
AL,OUTRAS,OUTRO,"70 - 79",F,2
AL,OUTRAS,OUTRO,"70 - 79",M,3
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,5
AL,COVID,DOMICILIO,"70 - 79",F,1
AL,COVID,HOSPITAL,"70 - 79",F,121
AL,COVID,HOSPITAL,"70 - 79",M,119
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,INDETERMINADA,DOMICILIO,"70 - 79",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,10
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,8
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,20
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,22
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,2
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,3
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,32
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,50
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,41
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,45
AL,SRAG,DOMICILIO,"70 - 79",M,1
AL,SRAG,HOSPITAL,"70 - 79",F,2
AL,SRAG,HOSPITAL,"70 - 79",M,9
AM,OUTRAS,DOMICILIO,"70 - 79",F,70
AM,OUTRAS,DOMICILIO,"70 - 79",M,126
AM,OUTRAS,HOSPITAL,"70 - 79",F,85
AM,OUTRAS,HOSPITAL,"70 - 79",M,108
AM,OUTRAS,OUTRO,"70 - 79",F,8
AM,OUTRAS,OUTRO,"70 - 79",M,6
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
AM,COVID,DOMICILIO,"70 - 79",F,18
AM,COVID,DOMICILIO,"70 - 79",M,30
AM,COVID,HOSPITAL,"70 - 79",F,439
AM,COVID,HOSPITAL,"70 - 79",M,513
AM,COVID,OUTRO,"70 - 79",F,11
AM,COVID,OUTRO,"70 - 79",M,16
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,6
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,8
AM,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,5
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,4
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,12
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,23
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,5
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,5
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,10
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,70
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,87
AM,PNEUMONIA,OUTRO,"70 - 79",F,3
AM,PNEUMONIA,OUTRO,"70 - 79",M,2
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AM,SEPTICEMIA,DOMICILIO,"70 - 79",F,2
AM,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,31
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,28
AM,SEPTICEMIA,OUTRO,"70 - 79",M,1
AM,SRAG,DOMICILIO,"70 - 79",F,1
AM,SRAG,DOMICILIO,"70 - 79",M,5
AM,SRAG,HOSPITAL,"70 - 79",F,75
AM,SRAG,HOSPITAL,"70 - 79",M,61
AM,SRAG,OUTRO,"70 - 79",F,2
AM,SRAG,OUTRO,"70 - 79",M,2
AM,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AP,OUTRAS,DOMICILIO,"70 - 79",F,3
AP,OUTRAS,DOMICILIO,"70 - 79",M,5
AP,OUTRAS,HOSPITAL,"70 - 79",F,10
AP,OUTRAS,HOSPITAL,"70 - 79",M,15
AP,COVID,HOSPITAL,"70 - 79",F,16
AP,COVID,HOSPITAL,"70 - 79",M,19
AP,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AP,COVID,POSTO_SAUDE,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,3
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,3
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,8
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,2
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,5
BA,OUTRAS,DOMICILIO,"70 - 79",F,339
BA,OUTRAS,DOMICILIO,"70 - 79",M,468
BA,OUTRAS,HOSPITAL,"70 - 79",F,389
BA,OUTRAS,HOSPITAL,"70 - 79",M,492
BA,OUTRAS,IGNORADO,"70 - 79",F,5
BA,OUTRAS,IGNORADO,"70 - 79",M,4
BA,OUTRAS,OUTRO,"70 - 79",F,19
BA,OUTRAS,OUTRO,"70 - 79",M,33
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,67
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,55
BA,OUTRAS,VIA_PUBLICA,"70 - 79",F,6
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,11
BA,COVID,DOMICILIO,"70 - 79",F,10
BA,COVID,DOMICILIO,"70 - 79",M,14
BA,COVID,HOSPITAL,"70 - 79",F,454
BA,COVID,HOSPITAL,"70 - 79",M,588
BA,COVID,IGNORADO,"70 - 79",F,2
BA,COVID,IGNORADO,"70 - 79",M,2
BA,COVID,OUTRO,"70 - 79",F,6
BA,COVID,OUTRO,"70 - 79",M,7
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,25
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,28
BA,COVID,POSTO_SAUDE,"70 - 79",M,1
BA,COVID,VIA_PUBLICA,"70 - 79",F,3
BA,COVID,VIA_PUBLICA,"70 - 79",M,1
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,1
BA,INDETERMINADA,IGNORADO,"70 - 79",M,1
BA,INDETERMINADA,OUTRO,"70 - 79",M,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,25
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,25
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,112
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,91
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,15
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,14
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,4
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,17
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,95
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,155
BA,PNEUMONIA,IGNORADO,"70 - 79",F,1
BA,PNEUMONIA,OUTRO,"70 - 79",F,1
BA,PNEUMONIA,OUTRO,"70 - 79",M,2
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,6
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,14
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,161
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,153
BA,SEPTICEMIA,IGNORADO,"70 - 79",F,1
BA,SEPTICEMIA,OUTRO,"70 - 79",F,3
BA,SEPTICEMIA,OUTRO,"70 - 79",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,13
BA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
BA,SRAG,HOSPITAL,"70 - 79",F,8
BA,SRAG,HOSPITAL,"70 - 79",M,6
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,OUTRAS,AMBULANCIA,"70 - 79",F,1
CE,OUTRAS,AMBULANCIA,"70 - 79",M,3
CE,OUTRAS,DOMICILIO,"70 - 79",F,184
CE,OUTRAS,DOMICILIO,"70 - 79",M,208
CE,OUTRAS,HOSPITAL,"70 - 79",F,147
CE,OUTRAS,HOSPITAL,"70 - 79",M,178
CE,OUTRAS,IGNORADO,"70 - 79",F,97
CE,OUTRAS,IGNORADO,"70 - 79",M,114
CE,OUTRAS,OUTRO,"70 - 79",F,9
CE,OUTRAS,OUTRO,"70 - 79",M,16
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,29
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,32
CE,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
CE,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
CE,OUTRAS,VIA_PUBLICA,"70 - 79",M,7
CE,COVID,AMBULANCIA,"70 - 79",F,2
CE,COVID,DOMICILIO,"70 - 79",F,21
CE,COVID,DOMICILIO,"70 - 79",M,21
CE,COVID,HOSPITAL,"70 - 79",F,346
CE,COVID,HOSPITAL,"70 - 79",M,377
CE,COVID,IGNORADO,"70 - 79",F,56
CE,COVID,IGNORADO,"70 - 79",M,64
CE,COVID,OUTRO,"70 - 79",F,1
CE,COVID,OUTRO,"70 - 79",M,4
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,29
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,39
CE,COVID,VIA_PUBLICA,"70 - 79",M,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",F,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",M,2
CE,INDETERMINADA,HOSPITAL,"70 - 79",F,1
CE,INDETERMINADA,HOSPITAL,"70 - 79",M,3
CE,INDETERMINADA,OUTRO,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,20
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,18
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,46
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,33
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,14
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,14
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,14
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,13
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,93
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,125
CE,PNEUMONIA,IGNORADO,"70 - 79",F,21
CE,PNEUMONIA,IGNORADO,"70 - 79",M,19
CE,PNEUMONIA,OUTRO,"70 - 79",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
CE,SEPTICEMIA,AMBULANCIA,"70 - 79",F,1
CE,SEPTICEMIA,DOMICILIO,"70 - 79",F,7
CE,SEPTICEMIA,DOMICILIO,"70 - 79",M,11
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,91
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,101
CE,SEPTICEMIA,IGNORADO,"70 - 79",F,16
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,19
CE,SEPTICEMIA,OUTRO,"70 - 79",F,2
CE,SEPTICEMIA,OUTRO,"70 - 79",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
CE,SRAG,DOMICILIO,"70 - 79",F,1
CE,SRAG,DOMICILIO,"70 - 79",M,1
CE,SRAG,HOSPITAL,"70 - 79",F,9
CE,SRAG,HOSPITAL,"70 - 79",M,14
CE,SRAG,IGNORADO,"70 - 79",F,1
CE,SRAG,IGNORADO,"70 - 79",M,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
DF,OUTRAS,DOMICILIO,"70 - 79",F,41
DF,OUTRAS,DOMICILIO,"70 - 79",M,29
DF,OUTRAS,HOSPITAL,"70 - 79",F,152
DF,OUTRAS,HOSPITAL,"70 - 79",M,164
DF,OUTRAS,IGNORADO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",F,6
DF,OUTRAS,OUTRO,"70 - 79",M,6
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
DF,COVID,DOMICILIO,"70 - 79",F,7
DF,COVID,DOMICILIO,"70 - 79",M,3
DF,COVID,HOSPITAL,"70 - 79",F,161
DF,COVID,HOSPITAL,"70 - 79",M,201
DF,COVID,OUTRO,"70 - 79",F,7
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,12
